lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,label
0.589126467704773,0.3627361059188843,-0.11743608117103577,0.619232177734375,0.7320559024810791,-0.11008735746145248,0.6399258375167847,0.7815474271774292,-0.0699377954006195,0.626904308795929,0.6755903363227844,-0.09513160586357117,0.6574846506118774,0.873146116733551,-2.360116582167393e-07,move
0.5886511206626892,0.3593650460243225,-0.11388502269983292,0.6202497482299805,0.7302912473678589,-0.11165640503168106,0.6407569050788879,0.7847793102264404,-0.07376565039157867,0.628936767578125,0.6754813194274902,-0.09156913310289383,0.6582058668136597,0.8709583282470703,-2.188268126701587e-07,move
0.5884435176849365,0.3619154691696167,-0.1146392971277237,0.6233763694763184,0.7280260324478149,-0.11424075067043304,0.6398190855979919,0.792425274848938,-0.07542113959789276,0.6315010786056519,0.671547532081604,-0.09391208738088608,0.6604498624801636,0.8735936880111694,-1.8930141720829852e-07,move
0.5889747738838196,0.3594197928905487,-0.11498989164829254,0.6250277161598206,0.7378110885620117,-0.11470921337604523,0.6447261571884155,0.7910173535346985,-0.07575560361146927,0.6331427693367004,0.672685444355011,-0.09465926140546799,0.6600392460823059,0.8703117370605469,-2.0324931426785042e-07,move
0.5886363983154297,0.35664138197898865,-0.11551828682422638,0.6282346248626709,0.7312160134315491,-0.11649477481842041,0.6466735005378723,0.7896038293838501,-0.07631009817123413,0.6360523700714111,0.6697355508804321,-0.09697026014328003,0.6610090732574463,0.8677978515625,-1.595500407347572e-07,move
0.5889279246330261,0.35728269815444946,-0.11988230049610138,0.6289210319519043,0.7348313331604004,-0.11757098138332367,0.6470072865486145,0.7887345552444458,-0.07495855540037155,0.6383023858070374,0.6709162592887878,-0.0954957902431488,0.6625126004219055,0.8672264218330383,-1.7192415668887406e-07,move
0.58964604139328,0.3578373193740845,-0.11880011856555939,0.6306260824203491,0.7328569889068604,-0.11516308784484863,0.6478656530380249,0.7865261435508728,-0.07323950529098511,0.6389570832252502,0.6694060564041138,-0.09306995570659637,0.6621381640434265,0.865096926689148,-1.8189255968081852e-07,move
0.5913547277450562,0.3593890070915222,-0.11740466207265854,0.6314195394515991,0.7277045249938965,-0.115761898458004,0.6495574116706848,0.7835773825645447,-0.07473494112491608,0.6398100852966309,0.665948212146759,-0.09601543098688126,0.6633203029632568,0.8658112287521362,-1.7004875019210886e-07,move
0.5918309688568115,0.35904696583747864,-0.11800817400217056,0.6320168375968933,0.7269615530967712,-0.11640527099370956,0.6501059532165527,0.7839440703392029,-0.07594306766986847,0.6381024122238159,0.664467990398407,-0.09826530516147614,0.6613039970397949,0.8621385097503662,-1.602654435828299e-07,move
0.591083288192749,0.3614773452281952,-0.11905495822429657,0.6337414979934692,0.7216495871543884,-0.11726932972669601,0.6490561366081238,0.7862701416015625,-0.07560021430253983,0.6376124620437622,0.6677525043487549,-0.09980730712413788,0.6616368889808655,0.8659891486167908,-1.4082060317832656e-07,move
